,intolerance_1,intolerance_2,minority_pc_1,minority_pc_2,Run,Avg pct similar neighbors (A) dim 1,Avg pct similar neighbors (A) dim 2,Avg pct similar neighbors (B) dim 1,Avg pct similar neighbors (B) dim 2,Pct Happy,Pct Happy Group A dim 1,Pct Happy Group A dim 2,Pct Happy Group B dim 1,Pct Happy Group B dim 2,height,width,num_agents,stopping_level
586,0.25,0.625,0.4,0.4,586,100.0,80.9,51.0,66.7,62.0,66.7,69.2,55.0,51.2,16,16,200,1
587,0.25,0.625,0.4,0.4,587,100.0,82.6,45.7,67.3,57.0,61.7,65.0,50.0,45.0,16,16,200,1
588,0.25,0.625,0.4,0.4,588,100.0,87.6,54.3,77.2,66.0,67.5,71.7,63.8,57.5,16,16,200,1
589,0.25,0.625,0.4,0.4,589,100.0,86.9,49.2,76.9,63.0,73.3,67.5,47.5,56.2,16,16,200,1
590,0.25,0.625,0.5,0.5,590,100.0,80.6,55.9,78.7,64.0,65.0,65.0,63.0,63.0,16,16,200,1
591,0.25,0.625,0.5,0.5,591,100.0,80.9,60.0,79.3,55.0,56.0,56.0,54.0,54.0,16,16,200,1
592,0.25,0.625,0.5,0.5,592,100.0,79.5,55.0,80.9,66.5,64.0,67.0,69.0,66.0,16,16,200,1
593,0.25,0.625,0.5,0.5,593,100.0,82.3,56.9,84.4,66.5,58.0,60.0,75.0,73.0,16,16,200,1
594,0.25,0.625,0.5,0.5,594,100.0,82.8,54.1,80.9,58.5,60.0,59.0,57.0,58.0,16,16,200,1
595,0.25,0.625,0.5,0.5,595,100.0,77.0,54.9,77.9,55.5,53.0,53.0,58.0,58.0,16,16,200,1
596,0.25,0.625,0.5,0.5,596,100.0,85.1,57.1,81.5,62.5,59.0,66.0,66.0,59.0,16,16,200,1
597,0.25,0.625,0.5,0.5,597,100.0,77.3,56.4,78.3,59.0,61.0,61.0,57.0,57.0,16,16,200,1
598,0.25,0.625,0.5,0.5,598,100.0,76.3,56.6,76.3,62.0,54.0,61.0,70.0,63.0,16,16,200,1
599,0.25,0.625,0.5,0.5,599,100.0,76.8,58.2,74.7,55.5,51.0,50.0,60.0,61.0,16,16,200,1
600,0.25,0.75,0.1,0.1,600,100.0,94.5,25.0,17.8,63.5,70.6,70.6,0.0,0.0,16,16,200,1
601,0.25,0.75,0.1,0.1,601,100.0,92.8,18.8,13.7,63.0,70.0,70.0,0.0,0.0,16,16,200,1
602,0.25,0.75,0.1,0.1,602,100.0,93.0,6.2,20.0,60.0,66.1,66.7,5.0,0.0,16,16,200,1
603,0.25,0.75,0.1,0.1,603,100.0,94.4,18.2,20.9,54.5,60.0,60.6,5.0,0.0,16,16,200,1
604,0.25,0.75,0.1,0.1,604,100.0,93.2,15.4,19.8,62.5,68.9,69.4,5.0,0.0,16,16,200,1
605,0.25,0.75,0.1,0.1,605,100.0,93.4,12.7,16.4,61.5,67.8,68.3,5.0,0.0,16,16,200,1
606,0.25,0.75,0.1,0.1,606,100.0,93.5,23.6,20.4,64.0,71.1,71.1,0.0,0.0,16,16,200,1
607,0.25,0.75,0.1,0.1,607,100.0,93.8,13.2,20.8,62.0,68.3,68.9,5.0,0.0,16,16,200,1
608,0.25,0.75,0.1,0.1,608,100.0,93.2,19.6,22.0,64.5,69.4,71.7,20.0,0.0,16,16,200,1
609,0.25,0.75,0.1,0.1,609,100.0,92.9,21.4,20.0,60.0,65.0,66.7,15.0,0.0,16,16,200,1
610,0.25,0.75,0.2,0.2,610,100.0,88.4,22.4,39.1,48.0,53.8,60.0,25.0,0.0,16,16,200,1
611,0.25,0.75,0.2,0.2,611,100.0,84.8,23.9,28.1,37.5,46.9,46.9,0.0,0.0,16,16,200,1
612,0.25,0.75,0.2,0.2,612,100.0,85.1,28.3,32.8,41.5,46.2,51.9,22.5,0.0,16,16,200,1
613,0.25,0.75,0.2,0.2,613,100.0,84.8,28.4,29.5,42.0,50.0,52.5,10.0,0.0,16,16,200,1
614,0.25,0.75,0.2,0.2,614,100.0,82.0,25.3,26.4,46.0,51.9,57.5,22.5,0.0,16,16,200,1
615,0.25,0.75,0.2,0.2,615,100.0,84.1,28.2,28.1,42.5,51.9,53.1,5.0,0.0,16,16,200,1
616,0.25,0.75,0.2,0.2,616,100.0,85.7,25.8,29.6,47.0,54.4,58.8,17.5,0.0,16,16,200,1
617,0.25,0.75,0.2,0.2,617,100.0,84.8,25.8,28.1,45.0,53.8,56.2,10.0,0.0,16,16,200,1
618,0.25,0.75,0.2,0.2,618,100.0,85.9,22.6,28.9,45.0,52.5,56.2,15.0,0.0,16,16,200,1
619,0.25,0.75,0.2,0.2,619,100.0,82.8,26.7,26.0,35.0,43.8,43.8,0.0,0.0,16,16,200,1
620,0.25,0.75,0.30000000000000004,0.30000000000000004,620,100.0,74.4,29.8,35.4,26.0,32.9,37.1,10.0,0.0,16,16,200,1
621,0.25,0.75,0.30000000000000004,0.30000000000000004,621,100.0,75.1,30.8,38.1,24.5,31.4,35.0,8.3,0.0,16,16,200,1
622,0.25,0.75,0.30000000000000004,0.30000000000000004,622,100.0,77.2,31.7,38.4,29.5,35.0,38.6,16.7,8.3,16,16,200,1
623,0.25,0.75,0.30000000000000004,0.30000000000000004,623,100.0,72.8,32.9,34.8,23.5,28.6,32.1,11.7,3.3,16,16,200,1
624,0.25,0.75,0.30000000000000004,0.30000000000000004,624,100.0,78.2,35.4,43.0,29.5,36.4,42.1,13.3,0.0,16,16,200,1
625,0.25,0.75,0.30000000000000004,0.30000000000000004,625,100.0,71.9,29.9,33.9,23.5,27.1,33.6,15.0,0.0,16,16,200,1
626,0.25,0.75,0.30000000000000004,0.30000000000000004,626,100.0,73.9,34.5,35.7,25.0,28.6,34.3,16.7,3.3,16,16,200,1
627,0.25,0.75,0.30000000000000004,0.30000000000000004,627,100.0,73.3,30.8,32.3,21.5,25.0,30.7,13.3,0.0,16,16,200,1
628,0.25,0.75,0.30000000000000004,0.30000000000000004,628,100.0,75.3,33.9,37.5,24.0,31.4,33.6,6.7,1.7,16,16,200,1
629,0.25,0.75,0.30000000000000004,0.30000000000000004,629,100.0,73.4,31.4,32.0,21.0,26.4,30.0,8.3,0.0,16,16,200,1
630,0.25,0.75,0.4,0.4,630,100.0,62.7,36.2,43.0,10.0,13.3,15.0,5.0,2.5,16,16,200,1
631,0.25,0.75,0.4,0.4,631,100.0,65.1,41.0,43.6,10.0,10.8,15.8,8.8,1.2,16,16,200,1
632,0.25,0.75,0.4,0.4,632,100.0,66.9,40.2,40.6,13.0,15.0,20.0,10.0,2.5,16,16,200,1
633,0.25,0.75,0.4,0.4,633,100.0,62.1,41.6,47.2,10.5,10.0,15.8,11.2,2.5,16,16,200,1
634,0.25,0.75,0.4,0.4,634,100.0,59.0,41.5,38.0,8.0,10.0,12.5,5.0,1.2,16,16,200,1
635,0.25,0.75,0.4,0.4,635,100.0,64.1,40.3,45.2,17.5,25.8,25.8,5.0,5.0,16,16,200,1
636,0.25,0.75,0.4,0.4,636,100.0,65.0,39.1,47.3,12.0,15.8,19.2,6.2,1.2,16,16,200,1
637,0.25,0.75,0.4,0.4,637,100.0,63.2,40.2,43.4,13.5,16.7,20.0,8.8,3.8,16,16,200,1
638,0.25,0.75,0.4,0.4,638,100.0,67.5,38.1,47.7,11.0,11.7,17.5,10.0,1.2,16,16,200,1
639,0.25,0.75,0.4,0.4,639,100.0,64.5,43.5,46.7,13.0,11.7,15.8,15.0,8.8,16,16,200,1
640,0.25,0.75,0.5,0.5,640,100.0,51.5,48.0,54.0,12.0,15.0,12.0,9.0,12.0,16,16,200,1
641,0.25,0.75,0.5,0.5,641,100.0,56.9,48.9,61.4,22.0,23.0,21.0,21.0,23.0,16,16,200,1
642,0.25,0.75,0.5,0.5,642,100.0,53.0,50.3,52.0,6.0,7.0,4.0,5.0,8.0,16,16,200,1
643,0.25,0.75,0.5,0.5,643,100.0,53.9,51.8,51.9,5.0,5.0,5.0,5.0,5.0,16,16,200,1
644,0.25,0.75,0.5,0.5,644,100.0,54.9,47.2,52.9,7.5,6.0,9.0,9.0,6.0,16,16,200,1
645,0.25,0.75,0.5,0.5,645,100.0,55.5,52.5,53.5,6.0,8.0,4.0,4.0,8.0,16,16,200,1
646,0.25,0.75,0.5,0.5,646,100.0,53.6,49.2,53.8,15.0,18.0,10.0,12.0,20.0,16,16,200,1
647,0.25,0.75,0.5,0.5,647,100.0,50.9,51.2,50.6,5.0,4.0,4.0,6.0,6.0,16,16,200,1
648,0.25,0.75,0.5,0.5,648,100.0,52.4,50.0,54.1,8.0,8.0,7.0,8.0,9.0,16,16,200,1
649,0.25,0.75,0.5,0.5,649,100.0,56.9,49.6,56.9,9.5,9.0,11.0,10.0,8.0,16,16,200,1
650,0.25,0.875,0.1,0.1,650,100.0,91.6,15.6,16.4,38.0,40.6,42.2,15.0,0.0,16,16,200,1
651,0.25,0.875,0.1,0.1,651,100.0,91.8,14.3,14.8,37.5,41.7,41.7,0.0,0.0,16,16,200,1
652,0.25,0.875,0.1,0.1,652,100.0,92.1,11.6,10.5,38.0,42.2,42.2,0.0,0.0,16,16,200,1
653,0.25,0.875,0.1,0.1,653,100.0,92.0,13.8,16.4,37.5,41.7,41.7,0.0,0.0,16,16,200,1
654,0.25,0.875,0.1,0.1,654,100.0,92.0,11.5,13.6,40.0,44.4,44.4,0.0,0.0,16,16,200,1
655,0.25,0.875,0.1,0.1,655,100.0,91.2,8.9,12.2,33.5,37.2,37.2,0.0,0.0,16,16,200,1
656,0.25,0.875,0.1,0.1,656,100.0,91.3,11.1,14.0,41.5,46.1,46.1,0.0,0.0,16,16,200,1
657,0.25,0.875,0.1,0.1,657,100.0,90.5,11.9,9.0,28.0,31.1,31.1,0.0,0.0,16,16,200,1
658,0.25,0.875,0.1,0.1,658,100.0,91.9,11.3,14.2,36.0,40.0,40.0,0.0,0.0,16,16,200,1
659,0.25,0.875,0.1,0.1,659,100.0,91.7,8.8,15.8,41.0,45.6,45.6,0.0,0.0,16,16,200,1
660,0.25,0.875,0.2,0.2,660,100.0,83.0,24.3,23.5,18.0,20.0,22.5,10.0,0.0,16,16,200,1
661,0.25,0.875,0.2,0.2,661,100.0,81.1,19.4,21.0,18.5,23.1,23.1,0.0,0.0,16,16,200,1
662,0.25,0.875,0.2,0.2,662,100.0,82.0,21.4,23.2,14.0,16.9,17.5,2.5,0.0,16,16,200,1
663,0.25,0.875,0.2,0.2,663,100.0,81.6,20.5,21.7,12.5,14.4,15.6,5.0,0.0,16,16,200,1
664,0.25,0.875,0.2,0.2,664,100.0,80.7,18.9,22.2,10.0,11.9,12.5,2.5,0.0,16,16,200,1
665,0.25,0.875,0.2,0.2,665,100.0,81.0,23.9,23.4,12.5,15.6,15.6,0.0,0.0,16,16,200,1
666,0.25,0.875,0.2,0.2,666,100.0,80.7,15.1,19.1,17.0,20.0,21.2,5.0,0.0,16,16,200,1
667,0.25,0.875,0.2,0.2,667,100.0,81.8,19.6,19.6,15.0,18.1,18.8,2.5,0.0,16,16,200,1
668,0.25,0.875,0.2,0.2,668,100.0,82.6,22.0,24.7,19.5,24.4,24.4,0.0,0.0,16,16,200,1
669,0.25,0.875,0.2,0.2,669,100.0,79.9,20.7,21.9,10.0,12.5,12.5,0.0,0.0,16,16,200,1
670,0.25,0.875,0.30000000000000004,0.30000000000000004,670,100.0,69.5,28.3,27.8,4.0,5.7,5.7,0.0,0.0,16,16,200,1
671,0.25,0.875,0.30000000000000004,0.30000000000000004,671,100.0,71.2,35.0,27.5,6.0,8.6,8.6,0.0,0.0,16,16,200,1
672,0.25,0.875,0.30000000000000004,0.30000000000000004,672,100.0,71.8,27.3,30.1,8.0,9.3,11.4,5.0,0.0,16,16,200,1
673,0.25,0.875,0.30000000000000004,0.30000000000000004,673,100.0,71.6,28.2,31.7,8.0,11.4,11.4,0.0,0.0,16,16,200,1
674,0.25,0.875,0.30000000000000004,0.30000000000000004,674,100.0,74.5,34.5,32.6,8.0,8.6,11.4,6.7,0.0,16,16,200,1
675,0.25,0.875,0.30000000000000004,0.30000000000000004,675,100.0,70.8,25.5,29.3,3.0,2.9,4.3,3.3,0.0,16,16,200,1
676,0.25,0.875,0.30000000000000004,0.30000000000000004,676,100.0,69.7,26.9,31.5,7.0,10.0,10.0,0.0,0.0,16,16,200,1
677,0.25,0.875,0.30000000000000004,0.30000000000000004,677,100.0,68.7,33.6,30.4,9.5,11.4,13.6,5.0,0.0,16,16,200,1
678,0.25,0.875,0.30000000000000004,0.30000000000000004,678,100.0,70.3,28.1,30.9,4.5,5.7,6.4,1.7,0.0,16,16,200,1
679,0.25,0.875,0.30000000000000004,0.30000000000000004,679,100.0,70.3,27.6,29.5,3.5,4.3,5.0,1.7,0.0,16,16,200,1
680,0.25,0.875,0.4,0.4,680,100.0,62.1,37.8,38.5,1.5,2.5,2.5,0.0,0.0,16,16,200,1
681,0.25,0.875,0.4,0.4,681,100.0,63.8,39.7,42.7,1.5,1.7,2.5,1.2,0.0,16,16,200,1
682,0.25,0.875,0.4,0.4,682,100.0,61.7,42.6,39.6,4.5,5.8,7.5,2.5,0.0,16,16,200,1
683,0.25,0.875,0.4,0.4,683,100.0,62.8,41.8,41.5,1.0,0.8,1.7,1.2,0.0,16,16,200,1
684,0.25,0.875,0.4,0.4,684,100.0,59.4,42.6,41.0,2.5,3.3,4.2,1.2,0.0,16,16,200,1
685,0.25,0.875,0.4,0.4,685,100.0,60.5,42.3,39.7,3.5,5.0,5.8,1.2,0.0,16,16,200,1
686,0.25,0.875,0.4,0.4,686,100.0,59.2,38.8,39.6,1.0,0.8,1.7,1.2,0.0,16,16,200,1
687,0.25,0.875,0.4,0.4,687,100.0,65.3,38.3,43.9,0.5,0.8,0.8,0.0,0.0,16,16,200,1
688,0.25,0.875,0.4,0.4,688,100.0,61.7,42.5,41.8,0.5,0.8,0.8,0.0,0.0,16,16,200,1
689,0.25,0.875,0.4,0.4,689,100.0,62.2,36.5,40.4,2.0,0.8,3.3,3.8,0.0,16,16,200,1
690,0.25,0.875,0.5,0.5,690,100.0,49.3,49.8,49.0,1.0,0.0,1.0,2.0,1.0,16,16,200,1
691,0.25,0.875,0.5,0.5,691,100.0,47.5,49.0,49.8,1.5,2.0,3.0,1.0,0.0,16,16,200,1
692,0.25,0.875,0.5,0.5,692,100.0,49.4,49.4,51.4,0.0,0.0,0.0,0.0,0.0,16,16,200,1
693,0.25,0.875,0.5,0.5,693,100.0,51.1,53.8,50.0,0.5,1.0,0.0,0.0,1.0,16,16,200,1
694,0.25,0.875,0.5,0.5,694,100.0,52.6,49.0,48.7,0.5,0.0,0.0,1.0,1.0,16,16,200,1
695,0.25,0.875,0.5,0.5,695,100.0,49.4,48.5,48.6,0.5,0.0,1.0,1.0,0.0,16,16,200,1
696,0.25,0.875,0.5,0.5,696,100.0,49.8,49.4,50.4,1.0,0.0,0.0,2.0,2.0,16,16,200,1
697,0.25,0.875,0.5,0.5,697,100.0,51.4,48.7,49.6,1.5,2.0,1.0,1.0,2.0,16,16,200,1
698,0.25,0.875,0.5,0.5,698,100.0,53.6,51.8,49.0,0.0,0.0,0.0,0.0,0.0,16,16,200,1
699,0.25,0.875,0.5,0.5,699,100.0,50.2,52.0,50.0,0.0,0.0,0.0,0.0,0.0,16,16,200,1
700,0.375,0.125,0.1,0.1,700,100.0,90.8,43.7,27.0,96.0,100.0,97.8,60.0,80.0,16,16,200,1
701,0.375,0.125,0.1,0.1,701,100.0,89.9,40.0,23.9,96.5,100.0,98.3,65.0,80.0,16,16,200,1
702,0.375,0.125,0.1,0.1,702,100.0,91.2,55.3,27.0,99.0,100.0,98.9,90.0,100.0,16,16,200,1
703,0.375,0.125,0.1,0.1,703,100.0,90.5,8.9,13.5,90.0,100.0,94.4,0.0,50.0,16,16,200,1
704,0.375,0.125,0.1,0.1,704,100.0,90.4,33.1,20.3,95.5,100.0,97.2,55.0,80.0,16,16,200,1
705,0.375,0.125,0.1,0.1,705,100.0,91.2,23.3,19.4,93.0,100.0,95.6,30.0,70.0,16,16,200,1
706,0.375,0.125,0.1,0.1,706,100.0,90.8,31.2,21.6,94.5,100.0,96.1,45.0,80.0,16,16,200,1
707,0.375,0.125,0.1,0.1,707,100.0,91.7,52.0,25.0,98.0,100.0,98.9,80.0,90.0,16,16,200,1
708,0.375,0.125,0.1,0.1,708,100.0,90.4,34.2,19.0,95.5,100.0,97.2,55.0,80.0,16,16,200,1
709,0.375,0.125,0.1,0.1,709,100.0,91.7,34.3,25.4,94.5,100.0,96.7,45.0,75.0,16,16,200,1
710,0.375,0.125,0.2,0.2,710,100.0,80.4,51.6,27.1,95.0,100.0,97.5,75.0,85.0,16,16,200,1
711,0.375,0.125,0.2,0.2,711,100.0,82.4,64.9,35.2,99.5,100.0,99.4,97.5,100.0,16,16,200,1
712,0.375,0.125,0.2,0.2,712,100.0,81.7,57.2,31.7,97.5,100.0,98.1,87.5,95.0,16,16,200,1
713,0.375,0.125,0.2,0.2,713,100.0,80.3,62.8,33.3,98.5,100.0,98.1,92.5,100.0,16,16,200,1
714,0.375,0.125,0.2,0.2,714,100.0,80.8,55.4,32.6,98.0,100.0,98.8,90.0,95.0,16,16,200,1
715,0.375,0.125,0.2,0.2,715,100.0,80.7,62.0,31.1,97.5,100.0,98.1,87.5,95.0,16,16,200,1
716,0.375,0.125,0.2,0.2,716,100.0,82.3,60.0,36.5,98.5,100.0,99.4,92.5,95.0,16,16,200,1
717,0.375,0.125,0.2,0.2,717,100.0,81.8,56.5,33.5,98.5,100.0,99.4,92.5,95.0,16,16,200,1
718,0.375,0.125,0.2,0.2,718,100.0,80.6,61.6,34.7,98.5,100.0,98.8,92.5,97.5,16,16,200,1
719,0.375,0.125,0.2,0.2,719,100.0,80.0,68.2,30.0,99.0,100.0,100.0,95.0,95.0,16,16,200,1
720,0.375,0.125,0.30000000000000004,0.30000000000000004,720,100.0,71.9,65.0,39.0,100.0,100.0,100.0,100.0,100.0,16,16,200,1
721,0.375,0.125,0.30000000000000004,0.30000000000000004,721,100.0,71.3,70.7,39.2,100.0,100.0,100.0,100.0,100.0,16,16,200,1
722,0.375,0.125,0.30000000000000004,0.30000000000000004,722,100.0,72.9,78.0,41.7,99.0,100.0,99.3,96.7,98.3,16,16,200,1
723,0.375,0.125,0.30000000000000004,0.30000000000000004,723,100.0,71.2,64.7,34.7,99.5,100.0,100.0,98.3,98.3,16,16,200,1
724,0.375,0.125,0.30000000000000004,0.30000000000000004,724,100.0,72.2,74.2,38.1,99.0,100.0,99.3,96.7,98.3,16,16,200,1
725,0.375,0.125,0.30000000000000004,0.30000000000000004,725,100.0,67.8,69.7,35.2,100.0,100.0,100.0,100.0,100.0,16,16,200,1
726,0.375,0.125,0.30000000000000004,0.30000000000000004,726,100.0,69.5,69.3,36.1,99.5,100.0,100.0,98.3,98.3,16,16,200,1
727,0.375,0.125,0.30000000000000004,0.30000000000000004,727,100.0,70.7,69.9,35.3,100.0,100.0,100.0,100.0,100.0,16,16,200,1
728,0.375,0.125,0.30000000000000004,0.30000000000000004,728,100.0,73.8,68.8,43.2,100.0,100.0,100.0,100.0,100.0,16,16,200,1
729,0.375,0.125,0.30000000000000004,0.30000000000000004,729,100.0,70.9,68.2,39.4,98.5,100.0,98.6,95.0,98.3,16,16,200,1
730,0.375,0.125,0.4,0.4,730,100.0,61.6,75.4,42.0,100.0,100.0,100.0,100.0,100.0,16,16,200,1
731,0.375,0.125,0.4,0.4,731,100.0,61.0,77.4,44.6,100.0,100.0,100.0,100.0,100.0,16,16,200,1
732,0.375,0.125,0.4,0.4,732,100.0,64.1,76.1,47.7,100.0,100.0,100.0,100.0,100.0,16,16,200,1
733,0.375,0.125,0.4,0.4,733,100.0,58.6,71.2,41.7,100.0,100.0,100.0,100.0,100.0,16,16,200,1
734,0.375,0.125,0.4,0.4,734,100.0,62.0,73.6,44.1,100.0,100.0,100.0,100.0,100.0,16,16,200,1
735,0.375,0.125,0.4,0.4,735,100.0,59.7,72.4,40.8,100.0,100.0,100.0,100.0,100.0,16,16,200,1
736,0.375,0.125,0.4,0.4,736,100.0,60.7,77.7,42.2,100.0,100.0,100.0,100.0,100.0,16,16,200,1
737,0.375,0.125,0.4,0.4,737,100.0,59.0,74.5,42.2,100.0,100.0,100.0,100.0,100.0,16,16,200,1
738,0.375,0.125,0.4,0.4,738,100.0,64.0,75.6,45.3,100.0,100.0,100.0,100.0,100.0,16,16,200,1
739,0.375,0.125,0.4,0.4,739,100.0,62.6,80.7,48.5,100.0,100.0,100.0,100.0,100.0,16,16,200,1
740,0.375,0.125,0.5,0.5,740,100.0,52.9,84.2,51.7,100.0,100.0,100.0,100.0,100.0,16,16,200,1
741,0.375,0.125,0.5,0.5,741,100.0,48.6,75.5,49.4,100.0,100.0,100.0,100.0,100.0,16,16,200,1
742,0.375,0.125,0.5,0.5,742,100.0,50.6,85.8,51.7,100.0,100.0,100.0,100.0,100.0,16,16,200,1
743,0.375,0.125,0.5,0.5,743,100.0,52.6,75.3,54.7,100.0,100.0,100.0,100.0,100.0,16,16,200,1
744,0.375,0.125,0.5,0.5,744,100.0,49.2,78.3,49.4,100.0,100.0,100.0,100.0,100.0,16,16,200,1
745,0.375,0.125,0.5,0.5,745,100.0,52.9,80.6,50.8,100.0,100.0,100.0,100.0,100.0,16,16,200,1
746,0.375,0.125,0.5,0.5,746,100.0,51.1,80.2,52.0,100.0,100.0,100.0,100.0,100.0,16,16,200,1
747,0.375,0.125,0.5,0.5,747,100.0,49.3,78.5,52.7,100.0,100.0,100.0,100.0,100.0,16,16,200,1
748,0.375,0.125,0.5,0.5,748,100.0,52.6,80.2,52.9,100.0,100.0,100.0,100.0,100.0,16,16,200,1
749,0.375,0.125,0.5,0.5,749,100.0,51.2,76.9,50.6,100.0,100.0,100.0,100.0,100.0,16,16,200,1
750,0.375,0.25,0.1,0.1,750,100.0,91.0,14.4,25.8,89.0,98.3,95.0,5.0,35.0,16,16,200,1
751,0.375,0.25,0.1,0.1,751,100.0,93.2,36.2,44.3,95.0,100.0,97.8,50.0,70.0,16,16,200,1
752,0.375,0.25,0.1,0.1,752,100.0,92.5,11.6,29.4,90.0,100.0,94.4,0.0,50.0,16,16,200,1
753,0.375,0.25,0.1,0.1,753,100.0,91.6,53.6,35.5,97.5,100.0,99.4,75.0,80.0,16,16,200,1
754,0.375,0.25,0.1,0.1,754,100.0,92.9,47.0,40.4,97.0,100.0,98.3,70.0,85.0,16,16,200,1
755,0.375,0.25,0.1,0.1,755,100.0,92.4,17.5,38.1,92.0,100.0,95.0,20.0,65.0,16,16,200,1
756,0.375,0.25,0.1,0.1,756,100.0,92.7,55.6,42.9,98.0,100.0,99.4,80.0,85.0,16,16,200,1
757,0.375,0.25,0.1,0.1,757,100.0,90.8,25.0,29.3,92.0,98.9,95.6,30.0,60.0,16,16,200,1
758,0.375,0.25,0.1,0.1,758,100.0,92.0,33.3,31.9,94.5,100.0,96.7,45.0,75.0,16,16,200,1
759,0.375,0.25,0.1,0.1,759,100.0,92.2,22.5,37.8,93.0,100.0,95.6,30.0,70.0,16,16,200,1
760,0.375,0.25,0.2,0.2,760,100.0,85.6,49.3,47.2,90.5,100.0,92.5,52.5,82.5,16,16,200,1
761,0.375,0.25,0.2,0.2,761,100.0,84.8,59.4,47.5,96.5,100.0,98.8,82.5,87.5,16,16,200,1
762,0.375,0.25,0.2,0.2,762,100.0,83.8,55.4,45.4,93.5,98.1,97.5,75.0,77.5,16,16,200,1
763,0.375,0.25,0.2,0.2,763,100.0,89.9,78.1,61.3,100.0,100.0,100.0,100.0,100.0,16,16,200,1
764,0.375,0.25,0.2,0.2,764,100.0,85.9,62.2,50.7,99.0,100.0,100.0,95.0,95.0,16,16,200,1
765,0.375,0.25,0.2,0.2,765,100.0,84.7,60.6,46.5,97.0,100.0,98.8,85.0,90.0,16,16,200,1
766,0.375,0.25,0.2,0.2,766,100.0,83.8,57.6,45.8,97.0,100.0,99.4,85.0,87.5,16,16,200,1
767,0.375,0.25,0.2,0.2,767,100.0,83.8,57.8,41.9,97.0,100.0,100.0,85.0,85.0,16,16,200,1
768,0.375,0.25,0.2,0.2,768,100.0,81.9,48.3,39.4,95.0,100.0,96.9,75.0,87.5,16,16,200,1
769,0.375,0.25,0.2,0.2,769,100.0,81.8,61.9,39.7,98.5,100.0,100.0,92.5,92.5,16,16,200,1
770,0.375,0.25,0.30000000000000004,0.30000000000000004,770,100.0,76.0,69.7,51.5,100.0,100.0,100.0,100.0,100.0,16,16,200,1
771,0.375,0.25,0.30000000000000004,0.30000000000000004,771,100.0,77.3,74.1,52.8,100.0,100.0,100.0,100.0,100.0,16,16,200,1
772,0.375,0.25,0.30000000000000004,0.30000000000000004,772,100.0,79.1,77.0,55.0,100.0,100.0,100.0,100.0,100.0,16,16,200,1
773,0.375,0.25,0.30000000000000004,0.30000000000000004,773,100.0,79.4,75.8,55.1,100.0,100.0,100.0,100.0,100.0,16,16,200,1
774,0.375,0.25,0.30000000000000004,0.30000000000000004,774,100.0,76.7,75.9,53.3,99.5,100.0,100.0,98.3,98.3,16,16,200,1
775,0.375,0.25,0.30000000000000004,0.30000000000000004,775,100.0,80.8,77.3,61.3,99.5,100.0,100.0,98.3,98.3,16,16,200,1
776,0.375,0.25,0.30000000000000004,0.30000000000000004,776,100.0,79.6,73.1,56.2,100.0,100.0,100.0,100.0,100.0,16,16,200,1
777,0.375,0.25,0.30000000000000004,0.30000000000000004,777,100.0,75.3,70.9,49.2,98.5,100.0,98.6,95.0,98.3,16,16,200,1
778,0.375,0.25,0.30000000000000004,0.30000000000000004,778,100.0,77.3,71.9,52.1,99.5,100.0,100.0,98.3,98.3,16,16,200,1
779,0.375,0.25,0.30000000000000004,0.30000000000000004,779,100.0,77.2,74.1,51.7,97.5,100.0,98.6,91.7,95.0,16,16,200,1
780,0.375,0.25,0.4,0.4,780,100.0,68.1,75.7,53.2,100.0,100.0,100.0,100.0,100.0,16,16,200,1
781,0.375,0.25,0.4,0.4,781,100.0,68.7,79.4,58.6,100.0,100.0,100.0,100.0,100.0,16,16,200,1
782,0.375,0.25,0.4,0.4,782,100.0,72.7,78.6,61.1,100.0,100.0,100.0,100.0,100.0,16,16,200,1
783,0.375,0.25,0.4,0.4,783,100.0,69.4,82.4,55.4,100.0,100.0,100.0,100.0,100.0,16,16,200,1
784,0.375,0.25,0.4,0.4,784,100.0,71.6,75.8,58.4,100.0,100.0,100.0,100.0,100.0,16,16,200,1
785,0.375,0.25,0.4,0.4,785,100.0,71.3,80.7,60.1,99.5,100.0,99.2,98.8,100.0,16,16,200,1
786,0.375,0.25,0.4,0.4,786,100.0,69.7,73.3,55.2,100.0,100.0,100.0,100.0,100.0,16,16,200,1
787,0.375,0.25,0.4,0.4,787,100.0,73.8,75.9,62.0,99.5,100.0,100.0,98.8,98.8,16,16,200,1
788,0.375,0.25,0.4,0.4,788,100.0,71.1,72.9,57.7,99.5,100.0,100.0,98.8,98.8,16,16,200,1
789,0.375,0.25,0.4,0.4,789,100.0,72.8,79.6,61.5,100.0,100.0,100.0,100.0,100.0,16,16,200,1
790,0.375,0.25,0.5,0.5,790,100.0,59.8,80.7,61.6,100.0,100.0,100.0,100.0,100.0,16,16,200,1
791,0.375,0.25,0.5,0.5,791,100.0,63.4,78.1,63.1,100.0,100.0,100.0,100.0,100.0,16,16,200,1
792,0.375,0.25,0.5,0.5,792,100.0,70.5,85.1,69.1,100.0,100.0,100.0,100.0,100.0,16,16,200,1
793,0.375,0.25,0.5,0.5,793,100.0,67.7,80.0,67.4,100.0,100.0,100.0,100.0,100.0,16,16,200,1
794,0.375,0.25,0.5,0.5,794,100.0,63.2,80.9,63.9,100.0,100.0,100.0,100.0,100.0,16,16,200,1
